,NAME,ADDRESS,CITY,STATE,ZIP,OWNER,BEDS,RATING
5562,GALESBURG COTTAGE HOSPITAL,695 N KELLOGG ST,GALESBURG,IL,61401,NON-PROFIT,119.0,3.0
5563,ST MARY MEDICAL CENTER,3333 NORTH SEMINARY,GALESBURG,IL,61401,NON-PROFIT,90.0,3.8
5564,MIDWESTERN REGION MED CENTER,2520 ELISHA AVENUE,ZION,IL,60099,PROPRIETARY,73.0,N/A
5565,ST MARYS HOSPITAL,111  SPRING STREET,STREATOR,IL,61364,NON-PROFIT,98.0,3.4
5566,OSF SAINT ELIZABETH MEDICAL CENTER,1100 EAST NORRIS DRIVE,OTTAWA,IL,61350,NON-PROFIT,90.0,3.0
5567,ILLINOIS VALLEY COMMUNITY HOSPITAL,925 WEST ST,PERU,IL,61354,NON-PROFIT,56.0,3.0
5568,BELLEVUE WOMAN'S CENTER OF ELLIS MEDICINE,2210 TROY SCHENECTADY RD,NISKAYUNA,NY,12309,NON-PROFIT,55.0,4.0
5569,BON SECOURS HOSPITAL,2000 W BALTIMORE STREET,BALTIMORE,MD,21223,NON-PROFIT,125.0,1.9
5570,SCHUYLER HOSPITAL,220 STEUBEN ST,MONTOUR FALLS,NY,14865,NON-PROFIT,25.0,2.9
5571,JOHNS HOPKINS HOSPITAL,600 NORTH  WOLFE STREET,BALTIMORE,MD,21287,NON-PROFIT,951.0,5.0
5572,KENNEDY KREIGER INSTITUTE,707 N BROADWAY,BALTIMORE,MD,21205,NON-PROFIT,70.0,4.5
5573,GUTHRIE CORNING HOSPITAL,176 DENISON PARKWAY EAST,CORNING,NY,14830,NON-PROFIT,99.0,N/A
5574,MEDSTAR GOOD SAMARITAN HOSPITAL,5601 LOCH RAVEN BLVD,BALTIMORE,MD,21239,NON-PROFIT,287.0,3.2
5575,MEDSTAR HARBOR HOSPITAL,3001 S HANOVER STREET,BALTIMORE,MD,21225,NON-PROFIT,179.0,3.0
5576,MERCY MEDICAL CENTER,301 ST PAUL PLACE,BALTIMORE,MD,21202,NON-PROFIT,281.0,3.2
5577,LEVINDALE HEBREW GERIATRIC CENTER & HOSPITAL,2434 W BELVEDERE AVENUE,BALTIMORE,MD,21215,NON-PROFIT,84.0,2.5
5578,MOUNT WASHINGTON PEDIATRIC HOSPITAL,1708 W ROGERS AVE,BALTIMORE,MD,21209,NON-PROFIT,61.0,3.9
5579,SAINT AGNES HOSPITAL,900 CATON AVENUE,BALTIMORE,MD,21229,NON-PROFIT,344.0,2.6
5580,SINAI HOSPITAL OF BALTIMORE,2401 WEST BELVEDERE AVE,BALTIMORE,MD,21215,NON-PROFIT,467.0,3.5
5581,UNIVERSITY OF MARYLAND MEDICAL CENTER,22 S GREENE ST,BALTIMORE,MD,21201,NON-PROFIT,800.0,3.3
5582,ST. JAMES MERCY HEALTH SYSTEM,411 CANISTEO ST,HORNELL,NY,14843,NON-PROFIT,15.0,N/A
5583,JOHNS HOPKINS BAYVIEW MEDICAL CENTER,4940 EASTERN AVENUE,BALTIMORE,MD,21224,NON-PROFIT,477.0,N/A
5584,MEDSTAR UNION MEMORIAL HOSPITAL,201 EAST UNIVERSITY PARKWAY,BALTIMORE,MD,21218,NON-PROFIT,238.0,3.4
5585,VALLEY REGIONAL HOSPITAL,243 ELM STREET,CLAREMONT,NH,3743,NON-PROFIT,25.0,3.1
5586,PORTSMOUTH REGIONAL HOSPITAL,333 BORTHWICK AVE,PORTSMOUTH,NH,3801,PROPRIETARY,209.0,4.3
5587,EXETER HOSPITAL,5 ALUMNI DRIVE,EXETER,NH,3833,NON-PROFIT,100.0,3.2
5588,HAMPSTEAD HOSPITAL,218 EAST ROAD,HAMPSTEAD,NH,3841,PROPRIETARY,111.0,3.0
5589,SAINT ANTHONY MEDICAL CENTER,5666 EAST STATE STREET,ROCKFORD,IL,61107,NON-PROFIT,235.0,3.5
5590,PARKLAND MEDICAL CENTER,ONE PARKLAND DRIVE,DERRY,NH,3038,PROPRIETARY,86.0,4.2
5591,FRISBIE MEMORIAL HOSPITAL,11 WHITEHALL ROAD,ROCHESTER,NH,3867,NON-PROFIT,112.0,2.2
5592,WENTWORTH-DOUGLASS HOSPITAL,789 CENTRAL AVENUE,DOVER,NH,3820,NON-PROFIT,178.0,3.0
5593,CATHOLIC MEDICAL CENTER,100 MCGREGOR STREET,MANCHESTER,NH,3102,NON-PROFIT,330.0,2.9
5594,CROTCHED MOUNTAIN REHABILITATION CENTER,1 VERNEY DRIVE,GREENFIELD,NH,3047,NON-PROFIT,62.0,3.7
5595,MONADNOCK COMMUNITY HOSPITAL,452 OLD STREET ROAD,PETERBOROUGH,NH,3458,NON-PROFIT,25.0,2.9
5596,SOUTHERN NEW HAMPSHIRE MEDICAL CENTER,8 PROSPECT STREET,NASHUA,NH,3060,NON-PROFIT,188.0,3.2
5597,ST JOSEPH HOSPITAL,172 KINSLEY ST,NASHUA,NH,3061,NON-PROFIT,208.0,3.6
5598,ELLIOT HOSPITAL CITY OF MANCHESTER,ONE ELLIOT WAY,MANCHESTER,NH,3103,NON-PROFIT,296.0,N/A
5599,CONCORD HOSPITAL,250 PLEASANT STREET,CONCORD,NH,3301,NON-PROFIT,295.0,2.9
5600,FRANKLIN REGIONAL HOSPITAL,15 AIKEN AVE,FRANKLIN,NH,3235,NON-PROFIT,25.0,2.8
5601,HEALTHSOUTH REHABILITATION HOSPITAL,254 PLEASANT STREET,CONCORD,NH,3301,PROPRIETARY,50.0,3.7
5602,NEW LONDON HOSPITAL,273 COUNTY ROAD,NEW LONDON,NH,3257,NON-PROFIT,25.0,4.2
5603,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,101 HOSPITAL RD,PATCHOGUE,NY,11772,NON-PROFIT,306.0,2.3
5604,SOUTHAMPTON HOSPITAL,240 MEETING HOUSE LANE,SOUTHAMPTON,NY,11968,NON-PROFIT,125.0,2.9
5605,EASTERN LONG ISLAND HOSPITAL,201 MANOR PL,GREENPORT,NY,11901,NON-PROFIT,90.0,4.2
5606,HUNTINGTON HOSPITAL,270 PARK AVE,HUNTINGTON,NY,11743,NON-PROFIT,408.0,3.4
5607,SOUTHSIDE HOSPITAL,301 E MAIN ST,BAY SHORE,NY,11706,NON-PROFIT,321.0,2.7
5608,PECONIC BAY MEDICAL CENTER,1300 ROANOKE AVE,RIVERHEAD,NY,11901,NON-PROFIT,140.0,5.0
5609,ST CHARLES HOSPITAL AND REHABILITATION CENTER,200 BELLE TERRE RD,PORT JEFFERSON,NY,11507,NON-PROFIT,243.0,N/A
5610,CARDINAL HILL REHABILITATION HOSPITAL,2050 VERSAILLES ROAD,LEXINGTON,KY,40504,NON-PROFIT,158.0,3.8
5611,FLEMING COUNTY HOSPITAL,55 FOUNDATION DRIVE,FLEMINGSBURG,KY,41041,NON-PROFIT,52.0,2.6
5612,BAPTIST HEALTH LEXINGTON,1740 NICHOLASVILLE ROAD,LEXINGTON,KY,40503,NON-PROFIT,391.0,N/A
5613,ST. CATHERINE OF SIENA MEDICAL CENTER,"50 ROUTE,25 A",SMITHTOWN,NY,11787,NON-PROFIT,306.0,2.9
5614,JACOBI MEDICAL CENTER,1400 PELHAM PARKWAY SOUTH,BRONX,NY,10036,GOVERNMENT - LOCAL,457.0,2.4
5615,SAINT JOSEPH EAST,150 N EAGLE CREEK DRIVE,LEXINGTON,KY,40509,NON-PROFIT,217.0,3.3
5616,SAINT JOSEPH HOSPITAL,ONE ST JOSEPH DRIVE,LEXINGTON,KY,40504,NON-PROFIT,433.0,3.6
5617,SHRINERS HOSPITAL FOR CHILDREN,1900 RICHMOND RD,LEXINGTON,KY,40502,NON-PROFIT,50.0,4.9
5618,CAYUGA MEDICAL CENTER,101 DATES DR,ITHACA,NY,14850,NON-PROFIT,212.0,2.5
5619,GOOD SAMARITAN HOSPITAL - WEST ISLIP,1000 MONTAUK HIGHWAY,WEST ISLIP,NY,10901,NON-PROFIT,437.0,2.8
5620,MADONNA REHABILITATION SPECIALTY HOSPITAL OMAHA,17500 BURKE STREET,OMAHA,NE,68118,NON-PROFIT,100.0,3.4
5621,HEALTHALLIANCE HOSPITAL - MARY'S AVENUE CAMPSU,105 MARY'S AVENUE,KINGSTON,NY,12401,NON-PROFIT,150.0,3.0
5622,HEALTHALLIANCE HOSPITAL - BROADWAY CAMPUS,396 BROADWAY,KINGSTON,NY,12401,NON-PROFIT,150.0,2.9
5623,ELLENVILLE REGIONAL HOSPITAL,10 HEALTHY WAY,ELLENVILLE,NY,12428,NON-PROFIT,25.0,3.9
5624,GLENS FALLS HOSPITAL,100 PARK ST,GLENS FALLS,NY,12801,NON-PROFIT,410.0,2.1
5625,WHITE PLAINS HOSPITAL CENTER,41 E POST RD,WHITE PLAINS,NY,10601,NON-PROFIT,292.0,N/A
5626,NEWARK-WAYNE COMMUNITY HOSPITAL,111 DRIVING PARK AVE,NEWARK,NY,14513,NON-PROFIT,120.0,2.6
5627,BURKE REHABILITATION CENTER,2826 WESTCHESTER AVE,BRONX,NY,10461,NON-PROFIT,-999.0,3.0
5628,ST. JOHN'S RIVERSIDE HOSPITAL - DOBBS FERRY,128 ASHFORD AVE,DOBBS FERRY,NY,10522,NON-PROFIT,12.0,3.4
5629,NORTHERN WESTCHESTER HOSPITAL,400 E MAIN ST,MOUNT KISCO,NY,10549,NON-PROFIT,145.0,3.6
5630,PHELPS MEMORIAL HOSPITAL CENTER,701  NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,NON-PROFIT,238.0,1.0
5631,TWIN LAKES REGIONAL MEDICAL CENTER,910 WALLACE AVENUE,LEITCHFIELD,KY,42754,NON-PROFIT,75.0,5.0
5632,NEW YORK-PRESBYTERIAN/LAWRENCE HOSPITAL,55 PALMER AVE,BRONXVILLE,NY,10708,NON-PROFIT,187.0,N/A
5633,JACKSON PURCHASE MEDICAL CENTER,1099 MEDICAL CENTER CIRCLE,MAYFIELD,KY,42066,PROPRIETARY,107.0,2.5
5634,OUR LADY OF BELLEFONTE HOSPITAL,1000 ST. CHRISTOPHER DRIVE,ASHLAND,KY,41101,NON-PROFIT,190.0,N/A
5635,PASSAVANT AREA HOSPITAL,1600 W WALNUT ST,JACKSONVILLE,IL,62650,NON-PROFIT,108.0,2.9
5636,BROOK LANE HEALTH SERVICES,13218 BROOK LANE DRIVE,HAGERSTOWN,MD,21740,NON-PROFIT,65.0,2.6
5637,SOLDIERS AND SAILORS MEMORIAL HOSPITAL,418 N MAIN ST,PENN YAN,NY,14527,NON-PROFIT,25.0,3.6
5638,BRONX-LEBANON HOSPITAL CENTER - FULTON DIVISION,1276 FULTON AVE,BRONX,NY,10456,NON-PROFIT,164.0,3.4
5639,GARRARD COUNTY HOSPITAL,308 WEST MAPLE AVENUE,LANCASTER,KY,40444,PROPRIETARY,15.0,N/A
5640,WESTCHESTER MEDICAL CENTER,100 WOODS RD,VALHALLA,NY,10532,GOVERNMENT - DISTRICT/AUTHORITY,652.0,2.7
5641,MONTEFIORE MEDICAL CENTER - MOSES DIVISION,111 E 210TH ST,BRONX,NY,10466,NON-PROFIT,779.0,N/A
5642,FRANKFORT REGIONAL MEDICAL CENTER,299 KINGS DAUGHTERS DRIVE,FRANKFORT,KY,40601,PROPRIETARY,173.0,4.0
5643,CALVARY HOSPITAL,1740 EASTCHESTER RD,BRONX,NY,10461,NON-PROFIT,225.0,3.8
5644,NORTH CENTRAL BRONX HOSPITAL,3424 KOSSUTH AVE,BRONX,NY,10467,GOVERNMENT - LOCAL,213.0,3.3
5645,DEER'S HEAD CENTER,315 DEER'S HEAD HOSPITAL ROAD,SALISBURY,MD,21802,GOVERNMENT - STATE,81.0,N/A
5646,MERITUS MEDICAL CENTER,11116 MEDICAL CAMPUS ROAD,HAGERSTOWN,MD,21742,NON-PROFIT,247.0,2.4
5647,WESTERN MARYLAND CENTER,1500 PENNSYLVANIA AVE,HAGERSTOWN,MD,21742,GOVERNMENT - STATE,60.0,3.4
5648,WYOMING COUNTY COMMUNITY HOSPITAL,400 N MAIN ST,WARSAW,NY,14550,GOVERNMENT - LOCAL,62.0,3.1
5649,BROOKDALE HOSPITAL MEDICAL CENTER,1 BROOKDALE PLAZA,BROOKLYN,NY,11212,NON-PROFIT,530.0,N/A
5650,BROOKLYN HOSPITAL CENTER,121 DEKALB AVE,BROOKLYN,NY,11201,NON-PROFIT,464.0,2.9
5651,MONTEFIORE WESTCHESTER SQUARE MEDICAL CENTER,2475 RAYMOND AVENUE,BRONX,NY,10461,NON-PROFIT,-999.0,3.4
5652,KINGS COUNTY HOSPITAL CENTER,451 CLARKSON AVE,BROOKLYN,NY,11203,GOVERNMENT - LOCAL,639.0,2.7
5653,CONEY ISLAND HOSPITAL,2601 OCEAN PARKWAY,BROOKLYN,NY,11235,GOVERNMENT - LOCAL,371.0,2.3
5654,LONG ISLAND COLLEGE HOSPITAL,339 HICKS ST,BROOKLYN,NY,11201,GOVERNMENT - STATE,506.0,N/A
5655,MAIMONIDES MEDICAL CENTER,4802 10TH AVE,BROOKLYN,NY,11219,NON-PROFIT,679.0,2.7
5656,HARRISON MEMORIAL HOSPITAL,1210 KENTUCKY HIGHWAY 36 EAST,CYNTHIANA,KY,41031,NON-PROFIT,61.0,3.6
5657,NYU LUTHERAN MEDICAL CENTER,150 55TH ST,BROOKLYN,NY,11209,NON-PROFIT,396.0,3.1
5658,NEW YORK METHODIST HOSPITAL,506 6TH ST,BROOKLYN,NY,11215,NON-PROFIT,591.0,N/A
5659,INTERFAITH MEDICAL CENTER,1545 ATLANTIC AVE,BROOKLYN,NY,11213,NON-PROFIT,287.0,2.3
5660,WYCKOFF HEIGHTS MEDICAL CENTER,374 STOCKHOLM ST,BROOKLYN,NY,11237,NON-PROFIT,324.0,2.9
5661,NYU HOSPITAL FOR JOINT DISEASES,301 E 17TH ST,NEW YORK,NY,10003,NON-PROFIT,225.0,4.2
5662,HOSPITAL FOR SPECIAL SURGERY,535 EAST 70TH ST,NEW YORK,NY,10021,NON-PROFIT,215.0,N/A
5663,LENOX HILL HOSPITAL,100 E 77TH ST,NEW YORK,NY,10021,NON-PROFIT,632.0,3.8
5664,METROPOLITAN HOSPITAL CENTER,1901 1ST AVE,NEW YORK,NY,10029,GOVERNMENT - LOCAL,338.0,3.3
5665,NEW YORK EYE AND EAR INFIRMARY,310 E 14TH ST,NEW YORK,NY,10003,NON-PROFIT,69.0,2.9
5666,NEW YORK PRESBYTERIAN MORGAN STANLEY CHILDREN'S HOSPITAL,3959 BROADWAY,NEW YORK,NY,10032,NON-PROFIT,190.0,3.0
5667,MOUNT SINAI HOSPITAL,1 GUSTAVE L LEVY PL,NEW YORK,NY,10001,NON-PROFIT,1144.0,N/A
5668,THE ADDICTION INSTITUTE OF NEW YORK,1000 10TH AVE,NEW YORK,NY,10019,NON-PROFIT,-999.0,3.4
5669,GRACIE SQUARE HOSPITAL,"420 E 76TH ST,2ND, 3RD, 4TH & 5TH FLOORS",NEW YORK,NY,10021,NON-PROFIT,157.0,N/A
5670,THE NEBRASKA MEDICAL CENTER,987400 NEBRASKA MEDICAL CENTER,OMAHA,NE,68198,NON-PROFIT,738.0,N/A
5671,RICHMOND UNIVERSITY MEDICAL CENTER - BAYLEY SETON CAMPUS,75 VANDERBILT AVE,STATEN ISLAND,NY,10304,NON-PROFIT,25.0,3.7
5672,GOLDWATER SPECIALTY HOSPITAL,1 MAIN STREET ROOSEVELT ISLAND,NEW YORK,NY,10044,GOVERNMENT - LOCAL,1000.0,3.2
5673,FLUSHING HOSPITAL MEDICAL CENTER,45 TH AVE & PARSONS BLVD,FLUSHING,NY,11355,NON-PROFIT,293.0,3.0
5674,QUEENS HOSPITAL CENTER,82-68 164TH ST,JAMAICA,NY,11432,GOVERNMENT - LOCAL,247.0,2.7
5675,ELMHURST HOSPITAL CENTER,79-01 BRDWAY,ELMHURST,NY,11373,GOVERNMENT - LOCAL,551.0,N/A
5676,JAMAICA HOSPITAL MEDICAL CENTER,8900 VAN WYCK EXPRESSWAY,JAMAICA,NY,11414,NON-PROFIT,408.0,2.4
5677,ST. JOHN'S EPISCOPAL HOSPITAL-SOUTH SHORE,327 BEACH 19TH ST,FAR ROCKAWAY,NY,11691,NON-PROFIT,241.0,2.5
5678,MEMORIAL HOSPITAL OF CARBONDALE,405 W JACKSON,CARBONDALE,IL,62901,NON-PROFIT,159.0,3.3
5679,IROQUOIS MEMORIAL HOSPITAL,200 FAIRMAN STREET,WATSEKA,IL,60970,NON-PROFIT,84.0,N/A
5680,HOOPESTON COMMUNITY MEMORIAL HOSPITAL,701 EAST ORANGE STREET,HOOPESTON,IL,60942,NON-PROFIT,99.0,5.0
5681,TRIGG COUNTY HOSPITAL INC.,254 MAIN STREET,CADIZ,KY,42211,GOVERNMENT - LOCAL,25.0,3.7
5682,METHODIST HOSPITAL UNION COUNTY,4604 U.S. HWY. 60W,MORGANFIELD,KY,42437,NON-PROFIT,25.0,3.2
5683,PRESENCE UNITED SAMARITANS MEDCTR-LOGAN,812 N LOGAN,DANVILLE,IL,61832,NON-PROFIT,127.0,3.4
5684,VETERANS AFFAIRS ILLIANA HEALTH CARE SYSTEM,1900 E. MAIN,DANVILLE,IL,61832,GOVERNMENT - FEDERAL,221.0,4.0
5685,GREENVIEW REGIONAL HOSPITAL,1801 ASHLEY CIRCLE,BOWLING GREEN,KY,42102,PROPRIETARY,211.0,4.4
5686,RIVENDELL BEHAVIORAL HEALTH SERVICES,1035 PORTER PIKE RD,BOWLING GREEN,KY,42103,PROPRIETARY,125.0,2.3
5687,SOUTHERN KENTUCKY REHABILITATION HOSPITAL,1300 CAMPBELL LANE,BOWLING GREEN,KY,42104,PROPRIETARY,60.0,3.2
5688,THE MEDICAL CENTER AT BOWLING GREEN,250 PARK STREET,BOWLING GREEN,KY,42101,NON-PROFIT,337.0,2.3
5689,FOREST HILLS HOSPITAL,102-01 66 ROAD,FOREST HILLS,NY,11375,NON-PROFIT,222.0,3.0
5690,WOODHULL MEDICAL AND MENTAL HEALTH CENTER,760 BROADWAY,BROOKLYN,NY,11206,GOVERNMENT - LOCAL,388.0,2.3
5691,NEW YORK HOSPITAL QUEENS,56 45 MAIN ST,FLUSHING,NY,11355,NON-PROFIT,519.0,3.4
5692,RICHMOND UNIVERSITY MEDICAL CENTER - MAIN CAMPUS,355 BARD AVE,STATEN ISLAND,NY,10301,NON-PROFIT,448.0,2.3
5693,STATEN ISLAND UNIVERSITY HOSPITAL - NORTH,475 SEAVIEW AVENUE,STATEN ISLAND,NY,10305,NON-PROFIT,508.0,2.9
5694,MILLARD FILLMORE SUBURBAN HOSPITAL,1540 MAPLE RD,WILLIAMSVILLE,NY,14209,NON-PROFIT,265.0,2.6
5695,ALBANY MEMORIAL HOSPITAL,600 NORTHERN BLVD,ALBANY,NY,12204,NON-PROFIT,165.0,2.9
5696,BELLEVUE HOSPITAL CENTER,462 FIRST AVENUE,NEW YORK,NY,10016,GOVERNMENT - LOCAL,912.0,3.6
5697,WEST BRANCH REGIONAL MEDICAL CENTER,2463 SOUTH M-30,WEST BRANCH,MI,48661,GOVERNMENT - LOCAL,88.0,2.4
5698,BRONX-LEBANON HOSPITAL CENTER - CONCOURSE DIVISION,1650 GRAND CONCOURSE,BRONX,NY,10457,NON-PROFIT,415.0,2.8
5699,ELLIS HOSPITAL,1101 NOTT STREET,SCHENECTADY,NY,12308,NON-PROFIT,368.0,2.1
5700,GLEN COVE HOSPITAL,101 ST ANDREWS LANE,GLEN COVE,NY,11542,NON-PROFIT,247.0,3.9
5701,KINGSBROOK JEWISH MEDICAL CENTER,585 SCHENECTADY AVENUE,BROOKLYN,NY,11203,NON-PROFIT,303.0,2.6
5702,LENOX HILL HEALTHPLEX,30 SEVENTH AVENUE,NEW YORK,NY,10011,NOT AVAILABLE,-999.0,N/A
5703,LONG ISLAND JEWISH MEDICAL CENTER,270-05 76TH AVE,NEW HYDE PARK,NY,11040,NON-PROFIT,1025.0,3.5
5704,EPHRAIM MCDOWELL FORT LOGAN HOSPITAL,110 METKER TRAIL,STANFORD,KY,40484,NON-PROFIT,25.0,2.7
5705,"MOHAWK VALLEY HEART INSTITUTE, INC",2209 GENESEE STREET,UTICA,NY,13501,NOT AVAILABLE,-999.0,N/A
5706,MONTEFIORE MOUNT VERNON HOSPITAL,12 NORTH 7TH AVENUE,MOUNT VERNON,NY,10550,NON-PROFIT,176.0,2.3
5707,MARY BRECKINRIDGE ARH HOSPITAL,130 KATE IRELAND DRIVE,HYDEN,KY,41749,NON-PROFIT,25.0,3.2
5708,LIVINGSTON HOSPITAL AND HEALTHCARE SERVICES,131 HOSPITAL DRIVE,SALEM,KY,42078,NON-PROFIT,25.0,4.0
5709,MONTEFIORE NEW ROCHELLE HOSPITAL,16 GUION PLACE,NEW ROCHELLE,NY,10802,NON-PROFIT,23.0,2.9
5710,MOUNT SINAI BETH ISRAEL BROOKLYN,3201 KINGS HIGHWAY,BROOKLYN,NY,11234,NON-PROFIT,212.0,2.5
5711,MOUNT SINAI HOSPITAL - MOUNT SINAI HOSPITAL OF QUEENS,25-10 30TH AVENUE,LONG ISLAND CITY,NY,11102,NOT AVAILABLE,228.0,2.6
5712,NEW YORK PRESBYTERIAN HOSPITAL - ALLEN HOSPITAL,5141 BROADWAY,NEW YORK,NY,10034,NON-PROFIT,196.0,2.1
5713,NEW YORK PRESBYTERIAN HOSPITAL - WESTCHESTER DIVISION,21 BLOOMINGDALE ROAD,WHITE PLAINS,NY,10605,NON-PROFIT,270.0,3.0
5714,NEWYORK-PRESBYTERIAN/HUDSON VALLEY HOSPITAL,1980 CROMPOND ROAD,CORTLANDT MANOR,NY,10567,NON-PROFIT,128.0,N/A
5715,NICHOLAS H NOYES MEMORIAL HOSPITAL,111 CLARA BARTON STREET,DANSVILLE,NY,14437,NON-PROFIT,67.0,2.6
5716,NORTHERN DUTCHESS HOSPITAL,6511 SPRINGBROOK AVENUE,RHINEBECK,NY,12572,NON-PROFIT,68.0,3.4
5717,CROUSE HOSPITAL - COMMONWEALTH DIVISION,6010 EAST MALLOY ROAD,SYRACUSE,NY,13211,NON-PROFIT,40.0,3.5
5718,ONEIDA HEALTHCARE,321 GENESEE STREET,ONEIDA,NY,13421,NON-PROFIT,101.0,3.4
5719,OSWEGO HOSPITAL - ALVIN L KRAKAU COMM MTL HEALTH CENTER DIV,74 BUNNER STREET,OSWEGO,NY,13126,NON-PROFIT,32.0,N/A
5720,ROCKEFELLER UNIVERSITY HOSPITAL,1230 YORK AVENUE,NEW YORK,NY,10021,GOVERNMENT - STATE,40.0,3.3
5721,HARLEM HOSPITAL CENTER,506 LENOX AVENUE,NEW YORK,NY,10037,GOVERNMENT - LOCAL,282.0,2.7
5722,HENRY J. CARTER SPECIALTY HOSPITAL,1752 PARK AVENUE,NEW YORK,NY,10035,NOT AVAILABLE,201.0,3.1
5723,SBH HEALTH SYSTEM,4422 THIRD AVENUE,BRONX,NY,10457,NON-PROFIT,461.0,2.1
5724,IRA DAVENPORT MEMORIAL HOSPITAL INC,7571 STATE ROUTE 54,BATH,NY,14810,NON-PROFIT,35.0,3.0
5725,JOHN T MATHER MEMORIAL HOSPITAL OF PORT JEFFERSON NEW YORK INC,75 NORTH COUNTRY ROAD,PORT JEFFERSON,NY,11777,NON-PROFIT,248.0,3.4
5726,OZARKS COMMUNITY HOSPITAL,2828 NORTH NATIONAL AVENUE,SPRINGFIELD,MO,65803,PROPRIETARY,15.0,N/A
5727,ST. PETER'S ADDICTION RECOVERY CENTER,3 MERCYCARE LANE,GUILDERLAND,NY,12084,NON-PROFIT,40.0,3.5
5728,THE BURDETT CARE CENTER,2215 BURDETT AVENUE,TROY,NY,12180,NON-PROFIT,15.0,4.4
5729,MEMORIAL HOSPITAL ASSOCIATION,1454 NORTH COUNTY ROAD 2050,CARTHAGE,IL,62321,NON-PROFIT,18.0,3.4
5730,MORRIS HOSPITAL & HEALTHCARE CENTERS,150 W HIGH ST,MORRIS,IL,60450,NON-PROFIT,89.0,2.9
5731,THOMAS H BOYD MEMORIAL HOSPITAL,800 SCHOOL ST,CARROLLTON,IL,62016,NON-PROFIT,286.0,4.0
5732,ADVOCATE EUREKA  HOSPITAL,101 S MAJOR ST,EUREKA,IL,61530,NON-PROFIT,18.0,N/A
5733,VAN MATRE REHABILITATION HOSPITAL,950 S. MULFORD ROAD,ROCKFORD,IL,61108,PROPRIETARY,50.0,3.1
5734,SWEDISH AMERICAN HOSPITAL,1401 EAST STATE STREET,ROCKFORD,IL,61104,NON-PROFIT,325.0,2.8
5735,THE UNITY HOSPITAL OF ROCHESTER,1555 LONG POND ROAD,ROCHESTER,NY,14626,NON-PROFIT,311.0,2.8
5736,ROCKFORD MEMORIAL HOSPITAL,2400 NORTH ROCKTON AVENUE,ROCKFORD,IL,61101,NON-PROFIT,297.0,2.8
5737,HERRIN HOSPITAL,201 S 14TH ST,HERRIN,IL,62948,NON-PROFIT,114.0,3.6
5738,HEARTLAND REGIONAL MEDICAL CENTER,3333 W DE YOUNG,MARION,IL,62959,PROPRIETARY,92.0,2.7
5739,THE UNITY HOSPITAL OF ROCHESTER-ST MARYS CAMPUS,89 GENESEE STREET,ROCHESTER,NY,14611,NON-PROFIT,40.0,N/A
5740,MEDSTAR SAINT MARY'S HOSPITAL,25500 POINT LOOKOUT ROAD,LEONARDTOWN,MD,20650,NON-PROFIT,95.0,2.6
5741,MONTEFIORE MED CENTER - JACK D WEILER HOSP OF A EINSTEIN COLLEGE DIV,1825 EASTCHESTER RD,BRONX,NY,10461,NON-PROFIT,421.0,N/A
5742,THE UNIVERSITY OF VERMONT HEALTH NETWORK - CHAMPLAIN VALLEY PHYSICIANS HOSPITAL,75 BEEKMAN ST,PLATTSBURGH,NY,12901,NON-PROFIT,300.0,2.5
5743,TRI TOWN REGIONAL HEALTHCARE,43 PEARL STREET WEST,SIDNEY,NY,13838,NON-PROFIT,4.0,1.0
5744,MONTEFIORE MEDICAL CENTER-WAKEFIELD HOSPITAL,600 EAST 233RD STREET,BRONX,NY,10466,NON-PROFIT,325.0,2.5
5745,MOUNT SINAI WEST,1000 TENTH AVENUE,NEW YORK,NY,10019,NON-PROFIT,514.0,3.2
5746,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,GOVERNMENT - FEDERAL,225.0,N/A
5747,HOLY CROSS HOSPITAL,1500 FOREST GLEN ROAD,SILVER SPRING,MD,20910,NON-PROFIT,409.0,2.2
5748,SILVER CROSS HOSPITAL  AND MEDICAL CENTERS,1900 SILVER CROSS BLVD,NEW LENOX,IL,60451,NON-PROFIT,289.0,2.8
5749,ADVENTIST BOLINGBROOK HOSPITAL,500 REMINGTON BOULEVARD,BOLINGBROOK,IL,60440,NON-PROFIT,148.0,2.6
5750,FORT WASHINGTON HOSPITAL,11711 LIVINGSTON ROAD,FORT WASHINGTON,MD,20744,NON-PROFIT,37.0,2.3
5751,DEBORAH HEART AND LUNG CENTER,200 TRENTON ROAD,BROWNS MILLS,NJ,8015,NON-PROFIT,89.0,4.1
5752,MARLTON REHABILITATION HOSPITAL,92 BRICK ROAD,MARLTON,NJ,8053,PROPRIETARY,46.0,4.4
5753,CGH MEDICAL CENTER,100 EAST LEFEVRE ROAD,STERLING,IL,61081,GOVERNMENT - LOCAL,99.0,2.8
5754,DOCTORS' COMMUNITY HOSPITAL,8118 GOOD LUCK ROAD,LANHAM,MD,20706,NON-PROFIT,190.0,2.4
5755,MOUNT SINAI ST. LUKE'S,1111 AMSTERDAM AVENUE,NEW YORK,NY,10025,NON-PROFIT,495.0,3.0
5756,NEW YORK PRESBYTERIAN HOSPITAL - COLUMBIA PRESBYTERIAN CENTER,622 WEST 168TH STREET,NEW YORK,NY,10032,NON-PROFIT,1007.0,N/A
